"_id",art_title,error,tool_name,tool_price,tool_star,url,part number,item weight,product dimensions,item model number,item package quantity,number of pieces,measurement system,included components,batteries included?,batteries required?,package dimensions,warranty description,size,number of handles,california residents,color,brand,manufacturer part number,oem part number,usage,style,material,certification,power source,batteries,voltage,torque,plug format,battery cell type,model,folding,head style,wattage,special features,pattern,national stock number,discontinued by manufacturer,assembled diameter,finish,handle material,cover included,shape,installation method,thickness,cutting diameter,blade length,type of bulb,vehicle service type,handle/lever placement,grit description,exterior,capacity description,tool tip description,accessory connection type,horsepower
5b6a89339fc5af34f8f3e3c0,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg38_2?ie=UTF8&adId=A08248492K94R0FG3O7CI&url=https%3A%2F%2Fwww.amazon.com%2FGuaren-Smoothing-Pneumatic-Drifts-Extended%2Fdp%2FB077X8RTL8%2Fref%3Dsr_1_890_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529052058%26sr%3D1-890-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529052058&id=1059280376027310&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c1,Popowbe Outdoor Camping Hammer Mallet Puller for Tent Pegs,1,Popowbe,,,https://www.amazon.com/Popowbe-Outdoor-Camping-Hammer-Mallet/dp/B07BQ22R6Q/ref=sr_1_891/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-891&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c2,,1,,,,https://www.amazon.com/Crescent-CINDEX18-Indexing-Hammer-Cushion/dp/B073R8HWDJ/ref=sr_1_892/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-892&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c3,"Link Handles 64145 Corrugated Steel Wedges for Carpenter's Hammers, No. 3, 1/2"" Width x 1-1/16"" Height",1,Link Handles,$9.42,5.0 out of 5 stars,https://www.amazon.com/Link-Handles-64145-Corrugated-Carpenters/dp/B000FPAHHQ/ref=sr_1_893/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-893&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c4,,1,,,,https://www.amazon.com/Enkay-888-3C-Hammer-Carded-2-Piece/dp/B00MS38MZW/ref=sr_1_894/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-894&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c5,"Brick Hammer,16 Oz Bl16tc V&B",1,Vaughan,$24.00,5.0 out of 5 stars,https://www.amazon.com/Brick-Hammer-16-Oz-Bl16tc/dp/B0002YTPFU/ref=sr_1_895/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-895&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c6,"Nupla SDSF-2SG-S Extreme Power Drive Dead Blow Hammer with 1 Steel Face, SG Grip, 13.75"" Long Handle",1,Nupla,$31.03,4.9 out of 5 stars,https://www.amazon.com/Nupla-SDSF-2SG-S-Extreme-Hammer-Handle/dp/B004J0ZHPU/ref=sr_1_896/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-896&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c7,,1,,,,https://www.amazon.com/Stiletto-Ti14SS-16-Smooth-Straight-Hickory/dp/B000KL0TQO/ref=sr_1_897/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-897&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89349fc5af34f8f3e3c8,"Forged Rock Pick, Gold Rush Prospecting Mining Pick Hammer, 30 oz Pointed Geological Masonry Pick Hammer 1.8LB",1,FITOOL,,,https://www.amazon.com/Forged-Prospecting-Pointed-Geological-Masonry/dp/B07B7FVHYK/ref=sr_1_898/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-898&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3c9,0021700-12 Upholsterers Hammer 12mm with Steel Pipe Handle,1,Picard,,,https://www.amazon.com/0021700-12-Upholsterers-Hammer-Steel-Handle/dp/B00MPHSE7M/ref=sr_1_899/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-899&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3ca,,1,,,,https://www.amazon.com/Ingersoll-Rand-114GQC-Hammer-Change-Chisel/dp/B077Q3594Y/ref=sr_1_900/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-900&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3cb,,1,,,,https://www.amazon.com/Groz-32490-Hammer-Oxidised-ALUMIN/dp/B079RSV7S2/ref=sr_1_901/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-901&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3cc,,1,,,,https://www.amazon.com/Vaughan-RCF2-19-Ounce-California-16-Inch/dp/B0002IGHAC/ref=sr_1_902/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-902&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3cd,"Nupla SPS-250 Quick-Change Hammer without Tip, C Grip, 2.5"" Tip Dia, 15.50"" Handle Length, 2.5lbs Weight",1,Nupla,,,https://www.amazon.com/Nupla-SPS-250-Quick-Change-Hammer-without/dp/B004UMEQQI/ref=sr_1_903/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-903&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3ce,Estwing EMRW7C Surestrike Curved Claw Hammer 7Oz,0,Estwing,$18.95,3.3 out of 5 stars,https://www.amazon.com/Estwing-Emrw7C-Surestrike-Curved-Hammer/dp/B001DZQ7LW/ref=sr_1_904/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-904&keywords=hammer,ESTEMRW7C,7 ounces,11.5 x 0.8 x 4.2 inches,ESTEMRW7C,1,,,,No,No,,,,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3cf,Cook Hammer Company Lead Hammers (115 3) 3lb. Hammer,0,COOK HAMMER CO.,$35.02,3.3 out of 5 stars,https://www.amazon.com/Cook-Hammer-Company-Lead-Hammers/dp/B000V7SX38/ref=sr_1_905/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-905&keywords=hammer,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d0,,1,,,,https://www.amazon.com/Estwing-MRW16S-Claw-Hammer-16-Ounce/dp/B00DPL14DS/ref=sr_1_906/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-906&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d1,,1,,,,https://www.amazon.com/Link-Handles-EngineerS-Handle-Various/dp/B0000DI7V9/ref=sr_1_907/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-907&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d2,,1,,,,https://www.amazon.com/Vaughan-111-03-Octagon-10-Ounce-Hickory/dp/B00EZI5FTO/ref=sr_1_908/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-908&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d3,"BLINGSTING Glammer Car Safety Escape Hammer for Women, Break Windows, Cut Seatbelts, Rose Gold",1,BLINGSTING,,4.5 out of 5 stars,https://www.amazon.com/BLINGSTING-Glammer-Safety-Windows-Seatbelts/dp/B074NVMD5Y/ref=sr_1_909/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-909&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d4,,1,,,,https://www.amazon.com/PROFAB-Pittsburgh-Lock-Air-Hammer/dp/B078PQPK4Z/ref=sr_1_910/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-910&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d5,,1,,,,https://www.amazon.com/Maasdam-Dead-Framers-Hammer-Replacement-Handle/dp/B003TUB5PC/ref=sr_1_911/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-911&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d6,"Bostitch 1/4"" Manual Hammer Tacker",1,BOSTITCH,,3.7 out of 5 stars,https://www.amazon.com/BOSTITCH-Bostitch-Manual-Hammer-Tacker/dp/B004YK6ZRE/ref=sr_1_912/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-912&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d7,"Vaughan & Bushnell RSF12 Soft Face Hammer, 12 oz",0,Vaughan & Bushnell,$26.52,5.0 out of 5 stars,https://www.amazon.com/Vaughan-Bushnell-RSF12-Soft-Hammer/dp/B07BBBLBMQ/ref=sr_1_913/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-913&keywords=hammer,RSF12,2.05 pounds,13 x 4.8 x 1.2 inches,RSF12,1,,Metric,Soft Face Mallet,,No,,,12 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d8,,1,,,,https://www.amazon.com/dalitbags-Cobbler-Hammer-Leather-Tools/dp/B00W0FATT0/ref=sr_1_914/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052058&sr=1-914&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89359fc5af34f8f3e3d9,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529052058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3da,Izotr 40PCS M4 M5 M6 M8 Hammer Nut Aluminum Connector T Fastener Sliding Nut Nickel Plated Carbon Steel For 4545 Aluminum Profile,1,iztor,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg39_1?ie=UTF8&adId=A018530939MJMNG34A7FW&url=https%3A%2F%2Fwww.amazon.com%2FAluminum-Connector-Fastener-Sliding-Profile%2Fdp%2FB072KGQ862%2Fref%3Dsr_1_913_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529052065%26sr%3D1-913-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529052065&id=4448031488638626&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3db,Flower Hand Tools Set,0,Papa John's Toolbox,$22.80,4.2 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg39_2?ie=UTF8&adId=A0266910HDK78S9M7CCV&url=https%3A%2F%2Fwww.amazon.com%2FPapa-Johns-Toolbox-Flower-Tools%2Fdp%2FB000LLVPPW%2Fref%3Dsr_1_914_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529052065%26sr%3D1-914-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529052065&id=4448031488638626&widgetName=sp_atf_next,,12 ounces,,,1,,,,No,No,7.6 x 4.4 x 1.4 inches,,,,Click here for Proposition 65 warning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3dc,,1,,,,https://www.amazon.com/Fathers-Grandpa-Handyman-Christmas-Engraved/dp/B01NCF3B2X/ref=sr_1_915/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-915&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3dd,0008701-450 Joiners Hammer Size 4 English Pattern,1,Picard,,,https://www.amazon.com/0008701-450-Joiners-Hammer-English-Pattern/dp/B005EJPZES/ref=sr_1_916/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-916&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3de,"Wilton 21024 10 Pound Head, 24-Inch BASH Sledge Hammer",0,Wilton,$98.99,5.0 out of 5 stars,https://www.amazon.com/Wilton-21024-24-Inch-Sledge-Hammer/dp/B006MGMTI2/ref=sr_1_917/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-917&keywords=hammer,21024,12 pounds,24.5 x 6.6 x 3.2 inches,21024,1,,,,,,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3df,,1,,,,https://www.amazon.com/Vaughan-Bushnell-2000C-Dalluge-Textured/dp/B00O6JIEU4/ref=sr_1_918/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-918&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3e0,,1,,,,https://www.amazon.com/Picard-0000101-2000-Riveting-hammer-pattern/dp/B000VD1V18/ref=sr_1_919/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-919&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3e1,,1,,,,https://www.amazon.com/Heavy-Forged-Hammer-Wooden-Handle/dp/B00VUFZMUM/ref=sr_1_920/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-920&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3e2,7 pc Heavy Duty Dent Auto Body Fender Repair Hammer Dolly Professional Kit Set,0,Hammer,$33.76,2.9 out of 5 stars,https://www.amazon.com/Heavy-Fender-Repair-Hammer-Professional/dp/B0186NW9B0/ref=sr_1_921/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-921&keywords=hammer,,,,,1,,,,No,No,,,Medium,,,As the picture shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89369fc5af34f8f3e3e3,Bon 21-210 Rubber Face Sledge Hammer,0,BON,$82.62,5.0 out of 5 stars,https://www.amazon.com/21-210-Rubber-Face-Sledge-Hammer/dp/B0002RPSL2/ref=sr_1_922/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-922&keywords=hammer,21-210,5.73 pounds,35 x 7.8 x 3 inches,21-210,1,,,,No,No,,,,,,head is blue with black rubber sides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3e4,Vaughan B215 15-Inch Long Original SuperBar,1,SUPERBAR,$11.99,4.8 out of 5 stars,https://www.amazon.com/Vaughan-B215-15-Inch-Original-SuperBar/dp/B00002N5VN/ref=sr_1_923/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-923&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3e5,klein-tools Lineman's Double-Face Hammer,1,Klein,,,https://www.amazon.com/Klein-klein-tools-Linemans-Double-Face-Hammer/dp/B075LVZMSG/ref=sr_1_924/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-924&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3e6,"Warner 3"" ProGrip Stiff Scraper, Stainless Steel with Hammer Cap, 90662",0,Warner Manufacturing,$13.72,4.7 out of 5 stars,https://www.amazon.com/Warner-90662-ProGrip-Stainless-Scraper/dp/B00LCPOT6S/ref=sr_1_925/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-925&keywords=hammer,90662,0.32 ounces,3 x 0.8 x 8.5 inches,90662,1,,,,,No,,,3 Inch,,,,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3e7,Task Tools T71016 16-Ounce  Ball Hammer with Fiberglass Handle,0,Task Tools,$12.49,4.5 out of 5 stars,https://www.amazon.com/Task-Tools-T71016-16-Ounce-Fiberglass/dp/B00A13ZZ8I/ref=sr_1_926/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-926&keywords=hammer,T71016,1.55 pounds,12 x 4 x 1.1 inches,T71016,1,,,,,No,,,16-Ounce,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3e8,Pit Bull CHIHMF25 25 oz Magnetic Hammer,1,Pit Bull,,,https://www.amazon.com/Pit-Bull-CHIHMF25-Magnetic-Hammer/dp/B0025Z7ZVU/ref=sr_1_927/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-927&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3e9,,1,,,,https://www.amazon.com/Klein-Tools-818-16-Heavy-Duty-Curved-Claw/dp/B001BXWAB2/ref=sr_1_928/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-928&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3ea,20 oz. Anti-Vibe (Straight) Rip Hammer,1,Stanley Tools,,,https://www.amazon.com/FatMax-Xtreme-Antivibe-Claw-Hammer/dp/B004743DSQ/ref=sr_1_929/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-929&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3eb,,1,,,,https://www.amazon.com/Nupla-SF-3SG-Standard-Hammer-Handle/dp/B004N851QI/ref=sr_1_930/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-930&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3ec,"Pretty Floral Flower 4 piece Tool Set for Ladies - a 5-in-1 Hammer, a 4-in-1 Screwdriver, a Standard Utility Knife and - 1 Mini Keychain Box Cutter {jg}",1,HT,,,https://www.amazon.com/Pretty-Floral-Flower-piece-Ladies/dp/B01MY0RLBK/ref=sr_1_931/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-931&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89379fc5af34f8f3e3ed,,1,,,,https://www.amazon.com/PCE-Instruments-PCE-HT-225A-measuring-principle/dp/B001CR4TE8/ref=sr_1_932/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-932&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3ee,Window Hammer and Car Seat Belt Cutter - by Home-X,0,Home-X,$6.99,2.0 out of 5 stars,https://www.amazon.com/Window-Hammer-Seat-Belt-Cutter/dp/B0742M25CK/ref=sr_1_933/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-933&keywords=hammer,SH1276,1.44 ounces,5.8 x 2.8 x 0.5 inches,SH1276,,,,,No,No,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3ef,,1,,,,https://www.amazon.com/Vaughan-Bushnell-D016-Octagon-Hickory/dp/B00004Z2WT/ref=sr_1_934/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-934&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f0,Allied Tools 31311 8-Ounce Claw Hammer with Steel Handle,0,Allied Tools,$9.83,4.0 out of 5 stars,https://www.amazon.com/Allied-Tools-31311-8-Ounce-Hammer/dp/B00F3IIS0S/ref=sr_1_935/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-935&keywords=hammer,31311,7.8 ounces,0.8 x 4.2 x 10.2 inches,31311,1,,Metric,"Hammers 8 oz. Claw, Steel Handle",,No,,Limited Lifetime Warranty,8oz,1,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f1,,1,,,,https://www.amazon.com/GearWrench-82244-Hammer-Polyurethane-Black/dp/B00UM5ZJ2M/ref=sr_1_936/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-936&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f2,,1,,,,https://www.amazon.com/Klein-Tools-803-16-Hammer-Hickory/dp/B00093E09A/ref=sr_1_937/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-937&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f3,,1,,,,https://www.amazon.com/Stanley-57-532-Compo-Cast-Standard-Soft-Face/dp/B000HHVHU8/ref=sr_1_938/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052065&sr=1-938&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f4,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529052065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f5,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg40_1?ie=UTF8&adId=A018604534HR7ED08BYXM&url=https%3A%2F%2Fwww.amazon.com%2FAluminum-Connector-Fastener-Sliding-Profile%2Fdp%2FB071G5BPDG%2Fref%3Dsr_1_937_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529052072%26sr%3D1-937-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529052072&id=7471221769411317&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f6,Papa John's Toolbox - 6 in 1 Silk Flower Hammer & Screwdriver Tool for Her [Colors May Vary],0,Papa John'S Toolbox,$3.99,4.0 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg40_2?ie=UTF8&adId=A3DZ8KY64R6GHF&url=https%3A%2F%2Fwww.amazon.com%2FPapa-Johns-Toolbox-Flower-Screwdriver%2Fdp%2FB000FX4VFC%2Fref%3Dsr_1_938_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529052072%26sr%3D1-938-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529052072&id=7471221769411317&widgetName=sp_atf_next,903-C,8 ounces,7.2 x 5.6 x 1 inches,903-2,1,1,,,No,No,,,1-Pack,,Click here for Proposition 65 warning,Silk Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f7,,1,,,,https://www.amazon.com/SK-Hand-Tool-8632-2-Replacement/dp/B003V5PX7Q/ref=sr_1_939/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052072&sr=1-939&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a89389fc5af34f8f3e3f8,Arrow Fastener HT50 Heavy Duty Hammer Tacker,0,ARROW FASTENER,$28.97,3.5 out of 5 stars,https://www.amazon.com/Arrow-Fastener-Heavy-Hammer-Tacker/dp/B0043UTKCW/ref=sr_1_940/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529052072&sr=1-940&keywords=hammer,ht50-10,8 ounces,0.5 x 0.5 x 0.5 inches,ht50-10,1,,,.,No,No,,...,,,,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
